id,name,author,regNumber,invNumber,gikNumber,type,statusId,nativeId,date_created,typology,description,technologies,image,connectedness
5d3a24a6825ad31ace70a739,Вид Кремлевского старого дворца с Красным крыльцом и Золотою решеткою. Гравюра,"Махаев М. И. (Автор рисунка) ,Челнаков Н. Ф. (Гравер)",18061396,,ММ ОФ-12064,0,6,18188646,1766 г.,графика,,"офорт, гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18223022,2.0
5d3a24a6825ad31ace70a77f,Вид Кремля из Замоскворечья. Гравюра,"Махаев М. И. (Автор рисунка) ,Неизвестный гравер (сер. XVIII  века ) (Гравер)",18061371,,ММ ОФ-1416,0,6,18188694,1765 г.,графика,Текст на французском языке,"офорт, гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18223047,2.0
5d3a24a6825ad31ace70a799,Вид Воскресенских Триумфальных ворот между Библиотекой и Монетным двором. Гравюра,"Махаев М. И. (Автор рисунка) ,Неизвестный гравер (сер. XVIII  века ) (Гравер)",18061361,,ММ ОФ-1434,0,6,18188714,1765 г.,графика,,"офорт, гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18223058,2.0
5d3a24a6825ad31ace70a7a8,Вид Московского Летнего дворца на Южной и Западной стороне. Гравюра,"Махаев М. И. (Автор рисунка)  ,Саблин Н. Я (Гравер)  , Усачёв В. (Автор рисунка)",18061355,,ММ ОФ-12065,0,6,18188726,1766 г.,графика,,"офорт, гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18223064,2.0
5d3a24a6825ad31ace70a7b1,Вид Триумфальных ворот из Земляного города к Тверской-Ямской. Гравюра,"Махаев М. И. (Автор рисунка) ,Неизвестный гравер (сер. XVIII  века ) (Гравер)",18061352,,ММ ОФ-16420/4,0,6,18188732,1765 г.,графика,,"офорт, гравюра резцовая, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18223067,2.0
5d645266825ad31aceb3d3bc,Проспект вверх по Неве-реке от Адмиралтейства и Академии наук. Лист из серии «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов 1753 года».,"Махаев Михаил Иванович (автор оригинала) ,Виноградов Ефим Григорьевич",18170724,6406-Г,ВОКГ ОФ-7896,0,6,18297884,"1753. Период, эпоха: Русское искусство XVIII века",графика,,"резцовая гравюра, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18374772,2.0
5d645266825ad31aceb3d406,Проспект старого Зимнего дворца. Лист из серии «План столичного города Санкт-Петербурга с изображением знатнейших оного проспектов 1753 года».,"Махаев Михаил Иванович (автор оригинала) ,Виноградов Ефим Григорьевич",18170702,6405-Г,ВОКГ ОФ-7895,0,6,18297906,"1753. Период, эпоха: Русское искусство XVIII века",графика,,"резцовая гравюра, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18374796,2.0
5d645266825ad31aceb3d42b,Летний дворец Елизаветы Петровны в Санкт-Петербурге,"Греков Алексей Ангилеевич , Махаев Михаил Иванович (Автор живописного оригинала)",18170690,6407-Г,ВОКГ ОФ-7897,0,6,18297918,"1753. Период, эпоха: Русское искусство XVIII века",графика,,"резцовая гравюра, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/18374808,2.0
5db76443825ad31acee63ed5,"Петербург, 1750-е гг.","Тардье П. Ф., гравер.",19262903,ГМИ СПб Инв.№-I-А-367г,ГМИ СПб 164598/1,0,6,19398116,1780-е гг.,графика,"План составлен по плану М. Махаева, гравирован И. Трускотом в девяти листах. Справа вверху, в картуше надпись: ""St. Petersburg"" и масштаб в русских и французских мерах. Правее в рамках - объяснительный текст с надписью вверху: ""Legende"", внизу - ""Observation"", справа - ""Ecrit par Dubvisson"". Из альбома ""Les plans de la ville de St. Petersburg et differentes informations en tables sur l'empire de Russie"". Лист 1-ый, на развернутом листе. Альбом состоит из 54 листов, из них - 26 листов с видами, предметами прикладного искусства и типами народностей России, 12 листов - планов Санкт-Петербурга, Москвы и других городов и планов, относящихся к турецкой войне, 16 цифровых таблиц, содержащих сведения о таможенных сборах и военном флоте. Виды Петербурга и его окрестностей гравированы по рисункам Ш. Леспинаса, планы гравированы Тардье П. Ф. В картонном переплете, углы и корешок обшиты кожей, на корешке - тисненые золотом орнаментальные украшения и надпись: ""Les plans de la ville de St. Petersburg et differentes informations en tablis sur l'empire de Russie"".",Бумага.  Гравюра.,"http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868018 ,http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868019",2.0
5db76443825ad31acee64497,"Перспективный вид Невы от 13-ой линии Васильевского острова и Галерной верфи, вверх по течению.","Еляков И., гравер, с рисунка Махаева М.",19263299,ГМИ СПб Инв.№-I-А-428г,ГМИ СПб 164599/17,0,6,19398284,1753 г.,графика,"Левая часть гравюры. На переднем плане - Нева с парусниками и лодками. Слева - перспектива набережной Васильевского острова со зданиями Петропавловской крепости в глубине. Внизу надпись: ""Проспектъ въ верхъ по Невъ ръкъ къ востоку между Галерною верфью и 13 линiею Васильевскаго острова"", слева под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерия Михайла Махаевъ"", под наблюдением И. Соколова, гравировал И. Еляков. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868307,2.0
5db76443825ad31acee644bb,Вид Адмиралтейства и части Невского проспекта.,"Качалов Г., гравер, с рисунка Махаева М.",19263289,ГМИ СПб Инв.№-I-А-430г,ГМИ СПб 164599/19,0,6,19398297,1753 г.,графика,"На первом плане - часть Невского проспекта, обсаженного деревьями по сторонам, на адмиралтейском углу - пасущийся скот и колонна войск, на втором плане - Адмиралтейство, слева от него - Исаакиевский собор, справа - Зимний дворец, в глубине - здания на набережной Васильевского острова. Внизу надпись: ""Проспектъ Адмиралтейства и около лежащихъ строенiй съ частiю Невской перспективой дороги въ Западную сторону"", та же надпись на французском языке. Под рамкой: Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ. Грид. Мастер Григорей Качаловъ"".","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868317,2.0
5db76443825ad31acee644e2,"Перспективный вид Невы от 13-ой линии Васильевского острова и Галерной верфи, вверх по течению.","Еляков И., гравер, с рисунка Махаева М.",19263286,ГМИ СПб Инв.№-I-А-429г,ГМИ СПб 164599/18,0,6,19398301,1753 г.,графика,"Правая часть гравюры. На переднем плане - Нева с парусниками, лодками и баржей. Справа - перспектива Английской набережной, в глубине - здания Исаакиевского собора и Адмиралтейства. Внизу надпись: ""Vue de la Neva vers l'orient entre le chantier des galeres et la 13-me ligne de Wassili ostroff"". Справа - под рамкой: ""Подсмотр. Мастера Iвана Соколова. Грид. Iванъ Еляковъ"". Под наблюдением Г. Валерiани, рисовал М. Махаев. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868321,2.0
5db76443825ad31acee644e8,Перспективный вид Невы от Адмиралтейства и здания Академии Наук вверх по течению.,"Виноградов Е., гравер, с рисунка Махаева М.",19263284,ГМИ СПб Инв.№-I-А-427г,ГМИ СПб 164599/16,0,6,19398304,1753 г.,графика,"Правая часть гравюры. На переднем плане - Нева с парусниками и лодками, справа - перспектива набережной от здания Зимнего дворца. Внизу надпись: ""Vue des bords de la Neva en remontant la riviere entre l'Amiraunte et les batimens de l'Academie des Sciences"". Справа - под рамкой: ""Подсмотр. Мастера Iвана Соколова. Грид. Ефимъ Виноградовъ"". Под наблюдением Г. Валериани, рисовал М. Махаев. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868323,2.0
5db76443825ad31acee644f3,Вид старого Зимнего дворца и Зимней канавки.,"Виноградов Е., гравер, с рисунка Махаева М.",19263281,ГМИ СПб Инв.№-I-А-421г,ГМИ СПб 164599/10,0,6,19398308,1753 г.,графика,"На переднем плане - Нева с лодками, слева - здание старого Зимнего дворца, в правой части - перспектива Зимней канавки с мостами и угол трехэтажного здания. Внизу надпись: ""Проспектъ стараго Зимняго дворца съ каналомъ, соединяющимъ Мойку съ Невою"", та же надпись на французском языке. В нижних углах под рамкой: ""Подсмотр. Г. Валерiани. Снималъ подмастерья Михайла Махаевъ. Подсмотр. Мастера Iвана Соколова грид. Ефимъ Виноградовъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868327,2.0
5db76443825ad31acee64506,"Перспективный вид Невы от старого Исаакиевского собора и Кадетского корпуса, вниз по течению.","Васильев Я., гравер, с рисунка Махаева М.",19263275,ГМИ СПб Инв.№-I-А-424г,ГМИ СПб 164599/13,0,6,19398314,1753 г.,графика,"Левая часть гравюры. На переднем плане - плашкоутный Исаакиевский мост, на Неве - парусники и лодки, слева - перспектива Английской набережной от Исаакиевского собора. Внизу надпись: ""Проспектъ въ низъ по Невъ ръкъ отъ Невскаго моста между Исаакiевскою церкьвiю и корпусомъ Кадетскимъ"". Слева - под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ"". Под наблюдением И. Соколова гравировал Я. Васильев. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868335,2.0
5db76443825ad31acee64540,"Перспективный вид Невы от старого Исаакиевского собора и Кадетского корпуса, вниз по течению.","Васильев Я., гравер, с рисунка Махаева М.",19263267,ГМИ СПб Инв.№-I-А-425г,ГМИ СПб 164599/14,0,6,19398324,1753 г.,графика,"Правая часть гравюры. На переднем плане - плашкоутный Исаакиевский мост, на Неве - парусники и лодки, справа - перспектива набережной Васильевского острова от здания Кадетского корпуса. Внизу надпись: ""Vue de la Neva vers l'occident entre l'Eglise de St. Isaac et les batimens du Corps des Codets"". Справа, под рамкой: ""Подсмотр. Мастера Iвана Соколова Грид. Яковъ Васильевъ"", под наблюдением Г. Валериани, рисовал М. Махаев.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868346,2.0
5db76443825ad31acee64271,Перспективный вид Невы вниз по течению от здания Зимнего дворца и Академии Наук.,"Качалов Гр., гравер, с рисунка Махаева М.",19263261,ГМИ СПб Инв.№-I-А-422г,ГМИ СПб 164599/11,0,6,19398330,1753 г.,графика,"Левая часть гравюры. На переднем плане - Нева с лодками, парусниками и плотом справа. Слева - перспектива набережной со зданиями Зимнего дворца, Адмиралтейства и Исаакиевским собором. Внизу подпись: ""Проспектъ въ низъ по Невъ ръкъ между Зимнимъ Ея Императорскаго Величества домомъ и Академiею Наукъ"". Слева под рамкой: ""Подсмотр. Г. Валерiани. Снималъ подмастерья Михайло Махаевъ"". Га развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868353,2.0
5db76443825ad31acee6428c,Перспективный вид Невы вниз по течению от здания Зимнего дворца и Академии Наук.,"Качалов Гр., гравер, с рисунка Махаева М.",19263255,ГМИ СПб Инв.№-I-А-423г,ГМИ СПб 164599/12,0,6,19398336,1753 г.,графика,"Правая часть гравюры. На переднем плане - Нева с лодками, парусниками и плотом. Справа - перспектива набережной Васильевского острова со зданиями Академии Наук, Кунсткамеры и Государственных коллегий. Внизу надпись: ""Vue des bords de la Neva en descendant la riviere entre le Palais d'Gryver de la Majeste Imperiale les batimens de l'Academie des Sciences"". Справа под рамкой: ""Грид. Мастеръ Григорей Качаловъ"", под наблюдением Г. Валериани, снимал М. Махаев. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868359,2.0
5db76443825ad31acee64294,Вид Фонтанки у Летнего сада.,"Качалов Г., гравер, с рисунка Махаева М.",19263252,ГМИ СПб Инв.№-I-А-434г,ГМИ СПб 164599/23,0,6,19398339,1753 г.,графика,"На переднем плане в центре - Фонтанка с лодкой и судами. Слева - Запасный дворец и верфь, справа - Грот и водовзводная башня, в глубине - мост и купола Аничкова дворца. Внизу надпись: ""Проспектъ по ръкъ Фонтанкъ отъ Грота и Запасного дворца на полдень"", та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снимал подмастерья Михайла Махаев. Гридоровалъ мастер Григорий Качаловъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868362,2.0
5db76443825ad31acee642d6,Вид Малой Невы и Гостиного двора.,"Еляков И., гравер, с рисунка Махаева М.",19263240,ГМИ СПб Инв.№-I-А-436г,ГМИ СПб 164599/25,0,6,19398353,1753 г.,графика,"Слева на реке - парусники и лодки, в центре - Гостиный двор, на пристани перед ним - фигуры людей, ящики, бочки, штабеля дров и др. Внизу надпись: ""Проспектъ Биржи и Гостиного двора въ верхъ по Малой Невъ ръкъ"", та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ. Подсмотр. Мастера Iвана Соколова. Грид. Iван Еляков"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868376,2.0
5db76443825ad31acee642da,Перспективный вид Невского проспекта от Мойки.,"Качалов Г., гравер, с рисунка Махаева М.",19263239,ГМИ СПб Инв.№-I-А-431г,ГМИ СПб 164599/20,0,6,19398354,1753 г.,графика,"На переднем плане - набережная Мойки с мостом, в центре - перспектива Невского проспекта, обсаженного деревьями. Справа - на другом берегу Мойки - дворец Строганова, за ним видна церковь Рождества Богородицы, на набережной и мосту - фигуры людей, телеги и кареты. Внизу надпись: ""Проспектъ Невской перспективой дороги отъ Адмиралтейскихъ трiумфальных воротъ къ востоку"", та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ. Грид. Мастер Григорей Качаловъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868377,2.0
5db76443825ad31acee642e6,Вид летнего дворца Елизаветы Петровны.,"Греков Ал., гравер, с рисунка Махаева М.",19263237,ГМИ СПб Инв.№-I-А-433г,ГМИ СПб 164599/22,0,6,19398357,1753 г.,графика,"На первом плане - несколько лодок на Мойке и Фонтанке, на втором - дворец с разбитым перед ним партером и фонтанами. Слева, в глубине - купола Аничкова дворца, справа - колокольня и купол церкви Рождества Богородицы, на аллеях и набережной - фигуры людей. Внизу надпись: ""Проспектъ лътняго Ея Императорского Величества дому с Съверную сторону"", та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снимал подмастерья Михайла Махаев. Подсмотр. Мастера Iвана Соколова. Грид. Алексей Грековъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868379,2.0
5db76443825ad31acee64312,Вид здания Государственных Коллегий со стороны Невы.,"Внуков Е. Гравер, с рисунка Махаева М.",19263233,ГМИ СПб Инв.№-I-А-435г,ГМИ СПб 164599/24,0,6,19398362,1753 г.,графика,"На переднем плане - набережная с мостиком через канал, за ним слева - здание Государственных Коллегий, справа - часть Гостиного двора, в глубине - набережная Малой Невы. На мостовых - фигуры людей, экипажи и телеги. Внизу надпись: ""Проспектъ Государственныхъ Коллегiй съ частiю Гостиного двора въ Восточную сторону"", та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ. Подсмотр. Мастера Iвана Соколова, грид. Екимъ Внуковъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868385,2.0
5db76443825ad31acee64324,Перспективный вид Невы от Адмиралтейства и здания Академии Наук вверх по течению.,"Виноградов Е., гравер, с рисунка Махаева М.",19263228,ГМИ СПб Инв.№-I-А-426г,ГМИ СПб 164599/15,0,6,19398369,1753 г.,графика,"Левая часть гравюры. На переднем плане - Нева с парусниками, лодками и плотом, слева - здание Академии Наук, в глубине - Петропавловская крепость. Внизу надпись: ""Проспектъ въ верхъ по Невъ ръкъ отъ Адмиралтейства и Академiи Наукъ въ востоку"". Слева - под рамкой: ""Подсмотр. Г. Валерiани. Снималъ подмастерья Михайла Махаевъ"". Под наблюдением И. Соколова гравировал Е. Виноградов. На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868392,2.0
5db76443825ad31acee643a5,Перспективный вид Невского проспекта от Фонтанки в сторону Адмиралтейства.,"Васильев Я., гравер, с рисунка Махаева.",19263207,ГМИ СПб Инв.№-I-А-432г,ГМИ СПб 164599/21,0,6,19398394,1753 г.,графика,"На переднем плане - набережная Фонтанки с мостом, в центре - перспектива Невского, обсаженного деревьями. Слева - на другом берегу Фонтанки - Аничков дворец, за ним видна церковь Рождества Богородицы, в глубине - Адмиралтейство, на набережной и на проспекте - фигуры людей, экипажи. Внизу подпись: ""Проспектъ новопостроенныхъ палатъ противъ Аничковывскихъ воротъ отъ восточной стороны съ частiю Санкт-Петербурга и Невской перспективой дороги отъ ръки Фонтанки"". Та же надпись на французском языке. Под рамкой: ""Подсмотр. Г. Валерiани, снималъ подмастерья Михайла Махаевъ. Подсмотр. Мастера Iвана Соколова. Грид. Яковъ Васильевъ"". На развернутом листе.","Бумага.  Гравюра, офорт, резец.",http://goskatalog.ru/muzfo-imaginator/rest/images/original/19868415,2.0
5df903ce1c266ee13dac5cf4,Гравюра. Проспект Невской перспективной дороги от Адмиралтейских триумфальных ворот к востоку.,"Качалов Г. , по рис. Махаева М. (под мастерством Г.Валериани)",19767742,Г-980,МС КП  22836,0,6,19902381,1753-1756,графика,"В центре изображен перспективный вид невской дороги от Адмиралтейства в сторону Фонтанки. На переднем плане - набережная реки Мойки с поростой деревянной оградой. В центре Зеленый мост. За мостом слева одноэтажный дом архитектора Ж.Леблона. Левее двухэтажное здание с высокой мансардной крышей. За ним виднеется высокая башня лютеранской кирхи св .Петра и Павла. По правой стороне дороги за двухэтажными каменными зданиями видна церковь Рождества Богородицы с высокой колокольней и шпилем. В глубине проспекта виднеются купол Аничкова дворца и Триймфальные Аничковские ворота. Вид обрамлен тонкой гравированной рамкой. Под рамкой мелким шрифтом, старой орфографией, слева - ""Подмстр. Г.Валериани, снимал Подмастерья Михайла Махаев"", справа - ""Грид. Мастер Григорий Качалов"". Ниже подписи на русском и французском языках в две строки: слева ""Проспект Невской перспективной дороги от Адмиралтейских триймфальных ворот к востоку."" (старая орфография), справа - ""Vue d`une partie de la Ville de St.Petersburg/ en regardant de la Porte Triomphale de l`Amiraute vers l`orient"". В центре, подписи разделены фигурным картушем с гербом Санкт-Петербурга.","бумага верже, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/41490066,2.0
5df905041c266ee13dbd1d09,Проспект вниз по Неве реке между Зимним Ее Императорского величества домом и Академией наук. Фрагмент. Правая часть,"Гравер Качалов, Григорий Аникеевич (1711/1712-1759), по рисунку М. И. Махаева (1716-1770)",20241356,ОДМП 44-гр,ГМЗ Пф КП 90593,0,6,20378676,1750-1752,графика,,"бумага, гравюра резцом, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/21256785,2.0
5df902521c266ee13d98e8ab,"Гравюра ""Проспект старого Зимнего Дворца с каналом, соединяющим Мойку с Невою""","Гравер Виноградов ,Махаев Михаил Иванович (ок. 1717 - 1770)",20395750,Г 3720,АОМИИ КП 10958,0,6,20475306,XVIII век,графика,,бумага; гравюра на меди,http://goskatalog.ru/muzfo-imaginator/rest/images/original/21412532,2.0
5df902941c266ee13d9c2b7d,Проспект Биржи и Гостиного двора в Санкт-Петербурге. Гравюра,"Еляков Иван Петрович (Гравер)  , Махаев Михаил Иванович (автор рисунка)",20497942,Г-485,ММУО КП-3989,0,6,20629515,1753,графика,,"резец, бумага, офорт",http://goskatalog.ru/muzfo-imaginator/rest/images/original/21630939,2.0
5e222b471c266ee13d30594b,Виды Петербурга XVIII в. Фонтанка,"Качалов Григорий Аникеевич (Гравер)  , Махаев Михаил Иванович",20789855,Гр-237,СОХМ КП-6047,0,6,20921302,XVIII век,графика,"В центре - река Фонтанка, по берегам ее справа грот, слева дома. Вдали мост.","бумага, резцовая гравюра",http://goskatalog.ru/muzfo-imaginator/rest/images/original/22028105,2.0
5e4c53811c266ee13da5fa3d,"Титульный лист с надписью: ""Подлинное представление Строениев и Саду, находящихся в одном из увеселительных домов называемом село Кускова, принадлежащее его сиятельству господину графу Петру Борисовичу Шереметьеву. Генерал-Аншефу Ее императорского Величества Всероссия. Обер-Камергеру, Сенатору и Кавалеру орденов С. Андрея, С. Александра, С. Анны и Белого орла и проч. Построенное в 7 верстах от Москвы на восток. Строения изобретены разными славными архитекторами иностранными, а многие и домовым Его Сиятельство русским архитектором же Федором Аргуновым. Все сии изображенные виды посредством перспективных правил на месте сняты и произведены Российскими художниками под смотрением Импер. Акад. наук Мастера Михаила Махаева"", заключенной в две полуокружности, окруженной растительным и цветочным орнаментом. Гравюра","Неизвестный гравер , Неизвестный художник (Автор рисунка)",21088302,,ММ ОФ-14348/1,0,6,21209648,1770 - е гг.,графика,"Титульный лист с надписью: ""Подлинное представление Строениев и Саду, находящихся в одном из увеселительных домов называемом село Кускова, принадлежащее его сиятельству господину графу Петру Борисовичу Шереметьеву. Генерал-Аншефу Ее императорского Величества Всероссия. Обер-Камергеру, Сенатору и Кавалеру орденов С. Андрея, С. Александра, С. Анны и Белого орла и проч. Построенное в 7 верстах от Москвы на восток. Строения изобретены разными славными архитекторами иностранными, а многие и домовым Его Сиятельство русским архитектором же Федором Аргуновым. Все сии изображенные виды посредством перспективных правил на месте сняты и произведены Российскими художниками под смотрением Импер. Акад. наук Мастера Михаила Махаева"", заключенной в две полуокружности, окруженной растительным и цветочным орнаментом","офорт, гравюра резцом, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/22406908,2.0
5e753ac31c266ee13df3650d,"Тезис, посвященный вступлению Екатерины II на престол (с видом Сергиевой пустыни). Гравюра","Махаев Михаил Иванович (автор оригинала) ,Неизвестный гравер (гравер)",21509375,ЦХ-3538-VI,ПМ КП-32138,0,6,21639834,1762,графика,"в декоративной рокайльной рамке изображение в верхней части изображение обнесенного оградой монастыря с различными постройками и собором в центре; в небе фигуры ангелов со щитами с монограммами ""PP"" и ""EA""; над ними изображении Троицы, ниже - слева и справа фигуры святых; под изображением в картуше с ангелами по сторонам - посвящение Екатерине II.","офорт, резец, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/23007991,2.0
5e9f694e1c266ee13d1e6691,Петербург. Летний (ныне не существующий) дворец в Петербурге в XVIII столетии.,неизвестный художник по ориг. Махаева М.И.,22111996,,ВМП КП-16517,0,6,22253734,вторая пол. XIX в.,графика,,гравюра на дереве,http://goskatalog.ru/muzfo-imaginator/rest/images/original/23905962,2.0
5e9f69601c266ee13d1f26e7,Проспект вниз по Неве реке между Зимним дворцом и Академией наук.,"Махаев Михаил Иванович (автор рисунка) ,Качалов Григорий Аникиевич",22142534,Г-10738,НИМ РАХ КП-5814,0,6,22283327,1750-е,графика,"См. № 628. На первом плане, на воде, справа - плот, слева - лодки. На втором плане - лодки и корабли. Слева на берегу - часть дворца - трёхэтажный ризалит с лучковым фронтоном, украшенным картушем. Справа от дворца - Адмиралтейство. Под изображением справа - часть картуша.","офорт, бумага, гравюра резцом",http://goskatalog.ru/muzfo-imaginator/rest/images/original/23947207,2.0
5e9f69601c266ee13d1f2832,Проспект вверх по Неве реке от Адмиралтейства и Академии наук.,"Виноградов Ефим Григорьевич , Махаев Михаил Иванович (автор рисунка)",22142508,Г-10737,НИМ РАХ КП-5813,0,6,22283383,1750-е,графика,См. № 10039. Посередине на реке весельное судно с полуспущенными парусами. Кругом лодки и парусные суда. Слева трёхэтажное здание и Петропавловская крепость. Справа - дворец.,"гравюра резцом, бумага, офорт","http://goskatalog.ru/muzfo-imaginator/rest/images/original/23947282 ,http://goskatalog.ru/muzfo-imaginator/rest/images/original/23947281",2.0
5e9f69ce1c266ee13d245532,Изображение церемониального обеда в Грановитой палате,"Гравер: Неизвестный гравер , Автор рисунка: Махаев, Михаил Иванович (?)",22290569,ЭРГ-16655,ГИКГЭ-336742,0,6,22431454,1760-е гг.,графика,,"гравюра резцом, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/24615364,2.0
5e9f69ce1c266ee13d2459d5,Вид города Саранска с восточной стороны,"Автор рисунка: Махаев, Михаил Иванович , Автор оригинала: Свечин, Александр Иванович ,Гравер: Стрижев, Илья",22290768,ЭРГ-29722,КПГЭ.1956-26/15784,0,6,22431861,1769-1771 гг.,графика,,"гравюра резцом, бумага",http://goskatalog.ru/muzfo-imaginator/rest/images/original/24615335,2.0
5ef27a701c266ee13dde2dcf,Панорама Большого Ораниенбаумского дворца. (Правая половина панорамы). часть двухлистовой гравюы «Проспект Ораниенбаума»,"Челнаков Никита Федорович (Гравёр)  ,Внуков Еким Терентьевич (Гравёр)  , Махаев Михаил Иванович (автор оригинала)",23044479,ГДМ-313-VI,ГДМ КП-663,0,6,23183424,1755-1761,графика,"Представлена правая половина “Панорамы...” На переднем плане изображен Картинный дом. Перед фасадом прогуливаются придворные. От Картинного дома влево тянется ограда, за которой виден регулярный сад у подножия террас, на которых стоит дворец. У левого края листа изображена часть центрального корпуса дворца, от него вправо тянется полуциркульное крыло. За Церковным павильоном виден фрагмент уходящего в глубину флигеля дворца. В правой трети листа изображен парк с несколькими архитектурными сооружениями. Под изображением надпись на французском языке, в левом нижнем углу - правая половина картуша.","офорт, бумага, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/25151546,2.0
5ef27a701c266ee13dde2e21,Панорама Большого Ораниенбаумского дворца. (Левая половина панорамы). часть двухлистовой гравюы «Проспект Ораниенбаума»,"Внуков Еким Терентьевич (Гравёр)  , Махаев Михаил Иванович (автор оригинала) , Челнаков Никита Федорович (Гравёр)",23044453,ГДМ-312-VI,ГДМ КП-662,0,6,23183488,1755-1761,графика,"На листе – левая половина “Панорамы...” На переднем плане по дороге прогуливаются дамы и кавалеры, движется карета. У левого края листа изображена гавань с кораблем. У правого края листа за садом видна половина центрального корпуса дворца, левее – правое полуциркульное крыло. Левее Японского павильона вдалеке виден парк с озером и холмами. Под изображением надпись на русском языке, в правом нижнем углу - левая половина картуша.","бумага, офорт, резец",http://goskatalog.ru/muzfo-imaginator/rest/images/original/25151597,2.0
5f46db5f1c266ee13d126d2f,Вид Новгорода.,Махаев Михаил Иванович (Художник),24220462,Р III-8204,ГНИМА ОФ-1549/15,0,6,24362039,XVIII в.,графика,,"гравюра резцовая, бумага тонированная",http://goskatalog.ru/muzfo-imaginator/rest/images/original/26808044,2.0
5f46db5f1c266ee13d126e6a,Вид Бронницкой горы близ Новгорода.,Махаев Михаил Иванович (Художник),24220418,Р III-8205,ГНИМА ОФ-1549/16,0,6,24362084,XVIII в.,графика,,"гравюра резцовая, бумага тонированная",http://goskatalog.ru/muzfo-imaginator/rest/images/original/26808089,2.0
5f46db601c266ee13d127916,Вид Нового дворца в Кремле с южной стороны.,"Челнаков Н. ,Махаев Михаил Иванович (Художник)",24221045,Р III-3012,ГНИМА ОФ-886/8,0,6,24362517,1763-1765 гг.,графика,"Пятый лист из I серии гравюр для придворного календаря. По рисунку М. Махаева 1763 г., по руководству Жака-Луи Девелли.","бумага, офорт, гравюра резцовая",http://goskatalog.ru/muzfo-imaginator/rest/images/original/26808529,2.0
